# Captures																																															
Year, Fleet, Sex, Data																																												
1999	2	3	0	0	0	0	0	14	18	10	21	24	44	33	17	16	18	14	10	14	5	1	2	1	2	2	2	0	1	1	0	2	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0
2000	2	3	0	0	0	0	2	17	21	34	38	48	64	72	67	63	59	46	44	40	32	35	27	24	24	25	10	3	4	5	2	0	0	3	0	1	1	1	0	1	0	0	0	0	0	0	0
2001	2	3	0	0	0	0	12	277	235	206	182	159	142	123	130	99	82	54	54	38	39	33	21	21	18	16	14	12	3	3	2	2	2	1	0	2	0	1	1	3	1	0	0	0	0	0	0
2002	2	3	0	0	0	0	0	97	53	14	9	8	264	185	115	76	40	38	28	12	18	10	7	5	6	7	11	8	4	4	3	1	5	3	7	5	3	5	2	4	0	1	0	1	0	0	0
2003	2	3	0	0	0	1	5	64	36	21	23	31	136	160	154	156	123	72	56	30	21	8	8	4	1	4	4	2	1	0	0	6	1	2	3	6	6	2	2	1	2	0	0	0	0	0	0
2004	2	3	0	0	10	15	7	4	6	2	6	13	181	123	79	77	45	41	48	36	20	12	13	8	7	6	1	2	2	3	3	3	2	1	3	1	3	3	1	1	2	0	0	0	0	0	0
2005	2	3	0	1	11	41	30	21	13	15	9	11	193	150	133	139	115	91	51	30	26	17	20	13	9	7	6	3	2	1	3	3	1	3	2	2	4	7	0	1	1	2	0	0	0	0	0
2006	2	3	0	0	0	1	0	2	9	54	111	130	239	205	168	114	84	76	87	77	65	46	58	45	19	25	17	11	5	3	1	4	3	1	4	4	5	7	3	2	1	1	0	0	0	0	0
2007	2	3	0	0	0	0	0	0	0	0	2	1	203	257	280	267	218	195	154	137	104	81	66	41	28	22	17	11	9	2	4	3	4	1	6	1	4	3	3	2	1	0	0	0	1	0	0
2008	2	3	0	0	0	7	10	37	95	140	10	1	289	194	130	137	151	173	154	147	147	116	99	64	68	42	16	22	16	5	5	2	2	3	2	2	4	0	2	2	1	0	0	0	0	0	0
2009	2	3	0	0	0	2	16	462	412	370	246	244	304	275	222	193	162	110	120	116	106	101	95	77	66	50	23	22	17	4	8	3	2	3	0	0	2	0	0	0	1	0	0	0	0	0	0
2010	2	3	0	0	0	6	13	92	146	142	118	75	73	121	120	154	148	156	158	181	197	160	148	136	102	71	33	23	12	10	3	4	1	2	2	0	0	1	0	0	0	1	0	0	0	0	0
2011	2	3	0	0	0	0	5	343	437	423	311	215	165	109	76	58	58	72	87	77	82	67	80	68	52	49	24	21	14	11	6	6	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0
# Recaptures																																															
Year, Fleet, Sex, Data																																												
1989	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	4	1	3	5	1	6	3	3	0	1	0	0	0	0	0	0
1992	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	4	1	2	2	1	1	5	4	2	4	7	10	9	7	17	9	14	9	8	8	2	2	2	0	0	0	0	0
1993	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	7	8	7	6	6	7	9	7	11	11	11	15	23	23	33	27	29	32	23	21	14	5	1	3	1	2	0	0	0
